customer_id,full_name,date_of_birth,age,gender,email,phone_number,city,state,pincode,occupation,annual_income,account_type,account_number,account_open_date,account_balance,credit_score,credit_card_holder,bank_name,bank_type,bank_hq,bank_established,bank_tier,ifsc_code,swift_code,rbi_license,total_branches,branch_id,relationship_manager,kyc_status
CUST003954,Rohan Patel,20-06-1982,43,Male,rohan.patel96@hotmail.com,-9105172678,Chennai,Tamil Nadu,947088,Freelancer,3108515.59,Fixed Deposit,ACC3904676692,26-03-2012,568897.33,724,No,Canara Bank,Public Sector,Bangalore,1906,Tier-1,CNRB0002470,CNRBINBB,SCB-007,10456,BR0044,RM082,Verified
CUST003955,Ananya Williams,05-04-1989,37,Female,ananya.williams86@yahoo.com,-7440483436,Delhi,Delhi,134767,Software Engineer,2495082,Salary,ACC2434837861,08-04-2020,504397.61,715,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0009202,ICICINBB,SCB-003,6523,BR0039,RM094,Verified
CUST003956,Ramesh Gupta,06-04-1969,57,Male,ramesh.gupta61@gmail.com,-8110433528,Hyderabad,Telangana,604989,Consultant,1885036.94,Salary,ACC5350636369,09-08-2018,1672241.05,544,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0008721,SBININBB,SCB-001,22542,BR0010,RM026,Verified
CUST003957,Riya Miller,13-02-1991,35,Female,riya.miller34@hotmail.com,-7954089153,Hyderabad,Telangana,187210,Retired,638913,Salary,ACC2783212588,10-05-2018,6194595.61,579,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0000657,HDFCINBB,SCB-002,7821,BR0026,RM011,Verified
CUST003958,Nikhil Williams,24-07-1992,33,Female,nikhil.williams26@rediffmail.com,-7698507678,Patna,Bihar,259380,Manager,3243268.71,Salary,ACC7636793866,08-08-2018,682982.55,331,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0008127,AXISINBB,SCB-005,5000,BR0026,RM027,Verified
CUST003959,William Kumar,05-12-1952,73,Female,william.kumar72@hotmail.com,-7437544617,Bhopal,Madhya Pradesh,106189,Businessman,5496124,Fixed Deposit,ACC1543352820,17-04-2012,571707.12,825,Yes,IndusInd Bank,Private Sector,Pune,1994,Tier-2,INDB0009027,INDBINBB,SCB-009,2606,BR0015,RM087,Verified
CUST003960,Meera Malhotra,24-03-1962,64,Male,meera.malhotra17@yahoo.com,-8252907066,Indore,Madhya Pradesh,898530,Businessman,8633602,Salary,ACC1327008405,22-10-2014,1409194.94,445,Yes,Yes Bank,Private Sector,Mumbai,2004,Tier-2,YESB0005048,YESBINBB,SCB-012,1198,BR0017,RM082,Verified
CUST003961,Ramesh Garcia,03-04-1967,59,Female,ramesh.garcia97@rediffmail.com,-8941300620,Hyderabad,Telangana,541643,Software Engineer,1804099,Fixed Deposit,ACC3739587333,14-02-2010,7860312.27,699,No,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0000482,PUNBINBB,SCB-004,10000,BR0008,RM063,Verified
CUST003962,Suresh Joshi,22-06-1965,60,Male,suresh.joshi79@hotmail.com,-9198848428,Surat,Gujarat,395003,Teacher,611028,Recurring Deposit,ACC1114609805,18-10-2012,2334201.89,618,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0002166,AXISINBB,SCB-005,5000,BR0028,RM078,Verified
CUST003963,Kiran Nair,01-10-1988,37,Female,kiran.nair86@hotmail.com,-9042113277,Nagpur,Maharashtra,406145,Consultant,5646643.24,Savings,ACC5736197251,06-08-2021,783828.62,453,No,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0002351,AXISINBB,SCB-005,5000,BR0043,RM092,Verified
CUST003964,Nikhil Kumar,24-02-1975,51,Female,nikhil.kumar71@outlook.com,-9966854775,Hyderabad,Telangana,714178,Retired,942148,Salary,ACC8665681853,10-01-2021,805099.89,684,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0004956,ICICINBB,SCB-003,6523,BR0028,RM048,Under Review
CUST003965,William Johnson,01-06-1966,60,Female,william.johnson90@outlook.com,-8763466973,Delhi,Delhi,744370,Lawyer,9935003.83,Recurring Deposit,ACC6082134998,04-05-2022,3864598.97,784,No,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0006311,AXISINBB,SCB-005,5000,BR0021,RM060,Verified
CUST003966,Preeti Joshi,16-06-1976,49,Male,preeti.joshi7@gmail.com,-7822795133,Surat,Gujarat,395003,Manager,3937390.66,Current,ACC1332139469,22-02-2020,1351237.25,475,No,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0003133,BARBINBB,SCB-006,9500,BR0009,RM087,Verified
CUST003967,Suresh Shah,25-10-1975,50,Female,suresh.shah21@gmail.com,-9814840045,Delhi,Delhi,616426,Manager,730409.86,Salary,ACC8840541225,30-05-2019,163657.41,532,Yes,IndusInd Bank,Private Sector,Pune,1994,Tier-2,INDB0002987,INDBINBB,SCB-009,2606,BR0025,RM064,Verified
CUST003968,Sachin Saxena,22-04-1967,59,Male,sachin.saxena93@gmail.com,-7825985313,Vadodara,Gujarat,390001,Lawyer,2005813.01,Savings,ACC7381520423,24-12-2010,2174667.49,348,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0008899,HDFCINBB,SCB-002,7821,BR0047,RM004,Verified
CUST003969,Sai Gupta,01-05-1982,44,Male,sai.gupta40@gmail.com,-9448228387,Bangalore,Karnataka,741640,Accountant,3780513.36,Savings,ACC5987905696,18-05-2014,1328726.78,814,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0009562,AXISINBB,SCB-005,5000,BR0036,RM016,Verified
CUST003970,Vihaan Verma,10-05-1956,70,Female,vihaan.verma96@hotmail.com,-7231253789,Kolkata,West Bengal,552870,Government Employee,4565614.22,Fixed Deposit,ACC9450572253,13-05-2023,4114212.55,591,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0000631,SBININBB,SCB-001,22542,BR0041,RM079,Verified
CUST003971,Aditya Johnson,10-12-1978,47,Male,aditya.johnson52@outlook.com,-8074050514,Indore,Madhya Pradesh,599589,Teacher,548758,Salary,ACC3792807496,30-05-2011,2006961.7,387,No,Federal Bank,Private Sector,Aluva,1931,Tier-2,FDRL0005809,FDRLINBB,SCB-014,1400,BR0008,RM047,Verified
CUST003972,Ananya Joshi,11-05-1990,36,Female,ananya.joshi8@gmail.com,-7026787567,Vadodara,Gujarat,390001,Freelancer,3490059.77,Salary,ACC5535516769,02-11-2019,2527444.05,841,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0003703,AXISINBB,SCB-005,5000,BR0022,RM081,Verified
CUST003973,John Verma,26-07-1968,57,Male,john.verma25@outlook.com,-8276023636,Ahmedabad,Gujarat,380001,Teacher,322943,Current,ACC2847552933,20-07-2021,10883038.63,419,No,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0005637,PUNBINBB,SCB-004,10000,BR0010,RM001,Under Review
CUST003974,Neha Chopra,13-01-1955,71,Female,neha.chopra64@gmail.com,-8914175344,Indore,Madhya Pradesh,358460,Retired,1174146,Fixed Deposit,ACC3306738870,26-11-2012,1965777.95,339,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0005315,BARBINBB,SCB-006,9500,BR0006,RM056,Pending
CUST003975,William Smith,23-01-1989,37,Female,william.smith50@rediffmail.com,-7093655856,Bhopal,Madhya Pradesh,146486,Accountant,3432147.31,Current,ACC4175864989,14-05-2010,2855886.97,314,No,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0007803,KKBKINBB,SCB-008,1800,BR0037,RM025,Verified
CUST003976,Ramesh Nair,22-01-1956,70,Male,ramesh.nair72@rediffmail.com,-9617811403,Ludhiana,Punjab,832703,Freelancer,8830318.5,Fixed Deposit,ACC3817429192,20-09-2018,4257251.91,344,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0000471,SBININBB,SCB-001,22542,BR0021,RM044,Verified
CUST003977,Meera Mishra,18-08-1959,66,Male,meera.mishra6@hotmail.com,-9721426850,Surat,Gujarat,395003,Software Engineer,1649703,Savings,ACC6291985774,27-11-2023,4462963.59,653,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0006675,HDFCINBB,SCB-002,7821,BR0018,RM002,Verified
CUST003978,Sophia Smith,26-02-1984,42,Male,sophia.smith16@yahoo.com,-7848959595,Bangalore,Karnataka,360484,Government Employee,2103210.61,Salary,ACC5428348948,03-10-2011,1792476.62,879,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0003459,BARBINBB,SCB-006,9500,BR0013,RM023,Verified
CUST003979,Preeti Nair,10-12-1973,52,Female,preeti.nair39@hotmail.com,-8174134920,Jaipur,Rajasthan,302001,Doctor,4441361,Current,ACC5782010478,26-05-2018,4728245.1,397,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0009710,AXISINBB,SCB-005,5000,BR0024,RM053,Verified
CUST003980,Sachin Iyer,31-08-1993,32,Female,sachin.iyer84@hotmail.com,-9967459678,Mumbai,Maharashtra,130604,Government Employee,282188.49,Recurring Deposit,ACC1425913937,07-03-2023,119844.13,397,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0007844,HDFCINBB,SCB-002,7821,BR0029,RM008,Verified
CUST003981,Akash Sharma,21-08-1997,28,Female,akash.sharma75@rediffmail.com,-7287458114,Hyderabad,Telangana,427237,Retired,541487,Fixed Deposit,ACC7391751635,19-09-2013,623253.67,571,No,South Indian Bank,Private Sector,Thrissur,1929,Tier-2,SIBL0007539,SIBLINBB,SCB-019,950,BR0022,RM005,Verified
CUST003982,Vivaan Jones,19-05-1966,60,Male,vivaan.jones58@rediffmail.com,-8303223138,Mumbai,Maharashtra,934987,Manager,4515745.22,Salary,ACC1123327425,16-07-2012,4860269.86,761,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0008836,SBININBB,SCB-001,22542,BR0022,RM051,Verified
CUST003983,Arjun Gupta,25-02-1989,37,Female,arjun.gupta45@gmail.com,-7604357345,Surat,Gujarat,395003,Accountant,776619.59,Current,ACC3704397218,27-03-2019,538546.38,722,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0008556,ICICINBB,SCB-003,6523,BR0025,RM014,Verified
CUST003984,Ramesh Shah,06-03-1997,29,Male,ramesh.shah63@hotmail.com,-8476691535,Hyderabad,Telangana,228265,Teacher,1136351,Recurring Deposit,ACC9906347314,23-07-2016,4582191.61,693,No,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0005804,UBININBB,SCB-010,8700,BR0050,RM070,Verified
CUST003985,Vivaan Smith,01-12-1973,52,Female,vivaan.smith71@gmail.com,-7182843730,Jaipur,Rajasthan,302001,Manager,6532018.24,Fixed Deposit,ACC5696834018,09-06-2018,1173806.7,644,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0006570,AXISINBB,SCB-005,5000,BR0018,RM016,Verified
CUST003986,Rohan Gupta,14-03-1966,60,Male,rohan.gupta65@hotmail.com,-8251273105,Chennai,Tamil Nadu,170767,Sales Executive,9981611.8,Fixed Deposit,ACC6018240404,07-09-2023,5299876.15,654,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0006825,HDFCINBB,SCB-002,7821,BR0006,RM100,Verified
CUST003987,Riya Williams,24-11-1972,53,Male,riya.williams93@hotmail.com,-7687647657,Surat,Gujarat,395003,Accountant,9447811.42,Current,ACC9396683490,06-07-2019,877803.02,824,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0007224,SBININBB,SCB-001,22542,BR0009,RM022,Verified
CUST003988,Isabella Mehta,17-11-1955,70,Male,isabella.mehta11@outlook.com,-8334873861,Chennai,Tamil Nadu,606600,Sales Executive,6952533.78,Savings,ACC1977806299,23-12-2016,6329875.34,530,Yes,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0007242,KKBKINBB,SCB-008,1800,BR0002,RM049,Verified
CUST003989,Aditya Reddy,08-09-1980,45,Female,aditya.reddy36@outlook.com,-9767511115,Ahmedabad,Gujarat,380001,Businessman,8297553,Recurring Deposit,ACC7487264709,14-12-2016,7443081.46,470,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0005814,HDFCINBB,SCB-002,7821,BR0005,RM001,Verified
CUST003990,Mohit Iyer,12-03-1957,69,Female,mohit.iyer54@outlook.com,-7767042553,Ghaziabad,Uttar Pradesh,563305,Teacher,614125,Savings,ACC3512367281,23-11-2015,15770.91,840,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0009682,BARBINBB,SCB-006,9500,BR0049,RM013,Verified
CUST003991,Noah Kapoor,17-06-1955,70,Male,noah.kapoor19@hotmail.com,-7634653969,Visakhapatnam,Andhra Pradesh,953298,Lawyer,672359.95,Savings,ACC2620938418,20-05-2019,653056.5,857,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0004387,ICICINBB,SCB-003,6523,BR0006,RM100,Pending
CUST003992,Kiran Kapoor,29-08-1991,34,Male,kiran.kapoor74@rediffmail.com,-8575368377,Delhi,Delhi,756305,Manager,6455221.81,Savings,ACC7247558610,05-06-2015,7016831.04,831,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0004207,SBININBB,SCB-001,22542,BR0005,RM065,Verified
CUST003993,Ava Bhat,27-08-1988,37,Male,ava.bhat8@outlook.com,-8828302744,Mumbai,Maharashtra,479236,Accountant,2425390.71,Savings,ACC5939456147,28-05-2019,2867688.5,658,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0004565,ICICINBB,SCB-003,6523,BR0006,RM053,Verified
CUST003994,Arjun Mishra,12-01-1991,35,Female,arjun.mishra34@yahoo.com,-9916713049,Hyderabad,Telangana,198151,Consultant,6318879.03,Fixed Deposit,ACC9905905889,25-12-2019,5051240.73,879,No,Federal Bank,Private Sector,Aluva,1931,Tier-2,FDRL0005116,FDRLINBB,SCB-014,1400,BR0038,RM067,Verified
CUST003995,Rahul Wilson,12-06-1965,60,Male,rahul.wilson73@yahoo.com,-7221389532,Jaipur,Rajasthan,302001,Lawyer,6799221.55,Salary,ACC3603853453,04-08-2012,6507181.4,890,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0001193,SBININBB,SCB-001,22542,BR0038,RM035,Verified
CUST003996,Kiran Garcia,01-01-1992,34,Female,kiran.garcia16@gmail.com,-9299905266,Vadodara,Gujarat,390001,Retired,343640,Savings,ACC3463302838,30-12-2018,433624.15,717,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0007630,ICICINBB,SCB-003,6523,BR0031,RM030,Verified
CUST003997,Mohit Kapoor,13-01-1986,40,Male,mohit.kapoor78@outlook.com,-8423165889,Indore,Madhya Pradesh,605972,Businessman,3360061,Current,ACC2139609219,19-03-2017,579220.89,784,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0009629,HDFCINBB,SCB-002,7821,BR0035,RM054,Verified
CUST003998,Kavya Singh,08-07-1984,41,Female,kavya.singh62@yahoo.com,-9083284698,Bhopal,Madhya Pradesh,278587,Accountant,8386573.15,Savings,ACC6116749096,19-02-2021,4996066.11,535,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0003360,SBININBB,SCB-001,22542,BR0008,RM021,Verified
CUST003999,Rahul Williams,31-08-1956,69,Male,rahul.williams80@hotmail.com,-9263671830,Kanpur,Uttar Pradesh,290565,Consultant,8168781.54,Recurring Deposit,ACC2857722591,17-01-2011,5336520.15,410,Yes,Yes Bank,Private Sector,Mumbai,2004,Tier-2,YESB0002228,YESBINBB,SCB-012,1198,BR0044,RM011,Verified
CUST004000,Rohan Sharma,11-04-1979,47,Male,rohan.sharma11@gmail.com,-9533823466,Kolkata,West Bengal,196717,Businessman,6687899,Salary,ACC8378513128,29-08-2021,820395.69,776,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0000405,SBININBB,SCB-001,22542,BR0033,RM061,Verified
CUST004001,William Rao,15-10-1983,42,Female,william.rao32@outlook.com,-8183696048,Ludhiana,Punjab,509947,Freelancer,9293284.72,Recurring Deposit,ACC7087455675,24-01-2015,8924932.62,609,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0005999,SBININBB,SCB-001,22542,BR0013,RM093,Verified
CUST004002,Vihaan Sharma,22-10-1989,36,Female,vihaan.sharma45@rediffmail.com,-7153836293,Kolkata,West Bengal,643299,Doctor,1133791,Recurring Deposit,ACC4048811621,25-03-2015,2735797.54,776,No,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0001403,UBININBB,SCB-010,8700,BR0032,RM070,Verified
CUST004003,Riya Mehta,25-03-1997,29,Male,riya.mehta92@outlook.com,-8703060531,Indore,Madhya Pradesh,377105,Accountant,9630261.01,Fixed Deposit,ACC1954160131,25-02-2014,3282623.43,597,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0008353,ICICINBB,SCB-003,6523,BR0003,RM018,Verified
CUST004004,Kiran Davis,15-02-2000,26,Male,kiran.davis61@outlook.com,-8909012351,Indore,Madhya Pradesh,174242,Lawyer,5291038.5,Savings,ACC6896586767,30-08-2023,2365746.73,617,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0006709,SBININBB,SCB-001,22542,BR0040,RM013,Verified
CUST004005,Akash Rao,18-06-1994,31,Female,akash.rao2@gmail.com,-9864354541,Kolkata,West Bengal,855575,Accountant,5567008.54,Fixed Deposit,ACC6032539442,23-09-2022,975941.8,762,Yes,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0008038,KKBKINBB,SCB-008,1800,BR0024,RM033,Verified
CUST004006,Meera Davis,11-07-1997,28,Female,meera.davis4@yahoo.com,-7808840089,Pune,Maharashtra,133922,Freelancer,7377962.29,Savings,ACC1585655784,31-03-2014,1618043.75,452,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0003960,HDFCINBB,SCB-002,7821,BR0013,RM079,Pending
CUST004007,Mohit Kumar,02-04-1953,73,Female,mohit.kumar39@gmail.com,-8325435591,Lucknow,Uttar Pradesh,795113,Businessman,2495365,Recurring Deposit,ACC1240972802,26-05-2012,7504966.34,552,No,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0008831,UBININBB,SCB-010,8700,BR0003,RM016,Verified
CUST004008,Mohit Miller,06-05-1973,53,Male,mohit.miller23@hotmail.com,-7870262221,Visakhapatnam,Andhra Pradesh,247311,Lawyer,5714609.54,Savings,ACC1480256210,29-12-2023,5195090.99,399,No,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0006284,PUNBINBB,SCB-004,10000,BR0045,RM091,Verified
CUST004009,Mohit Sharma,26-07-1976,49,Female,mohit.sharma78@yahoo.com,-8282161531,Pune,Maharashtra,856551,Retired,869096,Fixed Deposit,ACC7284717328,21-12-2023,2298407.61,724,Yes,Indian Bank,Public Sector,Chennai,1907,Tier-2,IDIB0006306,IDIBBINN,SCB-015,6000,BR0039,RM061,Verified
CUST004010,Ramesh Brown,23-07-1989,36,Male,ramesh.brown60@yahoo.com,-7506483923,Nagpur,Maharashtra,903155,Consultant,8975036.7,Recurring Deposit,ACC1754195738,11-08-2023,3874167.72,302,Yes,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0004467,PUNBINBB,SCB-004,10000,BR0031,RM078,Verified
CUST004011,Vivaan Williams,12-04-1986,40,Female,vivaan.williams23@hotmail.com,-9145750155,Delhi,Delhi,360037,Lawyer,3733613.21,Fixed Deposit,ACC9301586291,04-07-2021,3895585.7,702,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0003865,HDFCINBB,SCB-002,7821,BR0044,RM047,Verified
CUST004012,Liam Davis,22-04-1967,59,Female,liam.davis37@hotmail.com,-7774565400,Bhopal,Madhya Pradesh,428733,Freelancer,3900339.66,Salary,ACC6668163448,06-03-2012,2446664.06,520,No,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0001249,AXISINBB,SCB-005,5000,BR0020,RM029,Verified
CUST004013,Rahul Mehta,15-02-1998,28,Female,rahul.mehta10@yahoo.com,-8803643368,Pune,Maharashtra,624366,Businessman,4647025,Current,ACC4113276303,23-06-2012,1999927.65,682,Yes,Indian Bank,Public Sector,Chennai,1907,Tier-2,IDIB0007935,IDIBBINN,SCB-015,6000,BR0046,RM038,Verified
CUST004014,Nikhil Sharma,11-04-1976,50,Female,nikhil.sharma5@rediffmail.com,-7572479533,Patna,Bihar,401759,Freelancer,9305814.52,Savings,ACC3075462510,30-08-2018,8659036.25,752,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0008367,ICICINBB,SCB-003,6523,BR0039,RM003,Verified
CUST004015,Noah Garcia,20-12-1999,26,Female,noah.garcia58@gmail.com,-7310664338,Jaipur,Rajasthan,302001,Consultant,9089986.41,Fixed Deposit,ACC5355406426,29-10-2011,2214606.25,463,Yes,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0009426,PUNBINBB,SCB-004,10000,BR0049,RM055,Verified
CUST004016,Sai Davis,22-10-1966,59,Male,sai.davis21@yahoo.com,-7833067612,Ahmedabad,Gujarat,380001,Businessman,5333448,Savings,ACC4723990793,18-10-2010,6906041.88,707,Yes,Canara Bank,Public Sector,Bangalore,1906,Tier-1,CNRB0007435,CNRBINBB,SCB-007,10456,BR0006,RM028,Verified
CUST004017,Vivaan Chopra,22-09-1987,38,Female,vivaan.chopra15@hotmail.com,-8888202543,Ahmedabad,Gujarat,380001,Government Employee,7895267.25,Recurring Deposit,ACC5583762753,10-09-2018,3435236.07,714,Yes,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0002310,KKBKINBB,SCB-008,1800,BR0026,RM049,Verified
CUST004018,Emma Kumar,02-10-1955,70,Female,emma.kumar85@outlook.com,-9493573305,Jaipur,Rajasthan,302001,Software Engineer,1233415,Current,ACC5002388358,22-09-2019,771269.45,477,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0002797,SBININBB,SCB-001,22542,BR0009,RM058,Verified
CUST004019,Arjun Johnson,23-08-1957,68,Female,arjun.johnson3@hotmail.com,-8731310526,Hyderabad,Telangana,891250,Businessman,6642990,Savings,ACC8711533762,12-12-2017,5049959.3,754,No,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0009118,BARBINBB,SCB-006,9500,BR0014,RM033,Verified
CUST004020,James Bhat,19-09-1999,26,Male,james.bhat54@gmail.com,-8922031651,Hyderabad,Telangana,624516,Lawyer,212305.9,Salary,ACC7622359762,22-10-2015,233311.99,799,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0002394,HDFCINBB,SCB-002,7821,BR0009,RM003,Verified
CUST004021,Kiran Kumar,15-11-1983,42,Female,kiran.kumar2@gmail.com,-8161813255,Hyderabad,Telangana,379140,Sales Executive,6811029.01,Recurring Deposit,ACC7254466761,29-06-2021,6718745.92,554,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0003862,SBININBB,SCB-001,22542,BR0045,RM089,Verified
CUST004022,Swati Malhotra,06-04-1961,65,Female,swati.malhotra19@outlook.com,-9559437659,Ludhiana,Punjab,630563,Teacher,608089,Recurring Deposit,ACC9919328337,18-01-2021,2545097.82,400,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0000060,SBININBB,SCB-001,22542,BR0047,RM086,Verified
CUST004023,Sophia Mehta,28-12-1994,31,Male,sophia.mehta16@outlook.com,-7290687878,Indore,Madhya Pradesh,184607,Consultant,1440228.82,Fixed Deposit,ACC9619437380,08-06-2019,568813.54,572,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0000852,BARBINBB,SCB-006,9500,BR0047,RM018,Verified
CUST004024,Olivia Williams,28-12-1992,33,Male,olivia.williams78@hotmail.com,-9407116339,Hyderabad,Telangana,836987,Teacher,395745,Fixed Deposit,ACC7992381732,04-12-2020,3238291.8,659,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0007642,SBININBB,SCB-001,22542,BR0011,RM054,Verified
CUST004025,Rajesh Shah,30-03-1987,39,Male,rajesh.shah34@yahoo.com,-7868185807,Indore,Madhya Pradesh,456827,Manager,1471487.52,Recurring Deposit,ACC8189425483,05-02-2020,696341.24,328,Yes,Punjab & Sind Bank,Public Sector,New Delhi,1908,Tier-2,PSIB0005478,PSIBINBB,SCB-020,1554,BR0019,RM005,Pending
CUST004026,Sachin Singh,21-09-1962,63,Female,sachin.singh68@outlook.com,-9240838108,Nagpur,Maharashtra,555346,Software Engineer,1047832,Fixed Deposit,ACC5166997148,19-11-2020,3099355.7,565,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0008568,BARBINBB,SCB-006,9500,BR0006,RM091,Verified
CUST004027,Vivaan Verma,16-04-1985,41,Male,vivaan.verma79@outlook.com,-8432580971,Nagpur,Maharashtra,223377,Teacher,852473,Salary,ACC9035333714,30-12-2010,7939870.43,807,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0008396,SBININBB,SCB-001,22542,BR0039,RM076,Pending
CUST004028,Vihaan Singh,06-09-1996,29,Male,vihaan.singh55@outlook.com,-9549662563,Jaipur,Rajasthan,302001,Consultant,3720831.64,Savings,ACC5128154629,27-04-2010,239354.55,373,No,Yes Bank,Private Sector,Mumbai,2004,Tier-2,YESB0006438,YESBINBB,SCB-012,1198,BR0014,RM088,Verified
CUST004029,Ananya Pandey,06-05-1970,56,Male,ananya.pandey81@outlook.com,-7900040296,Pune,Maharashtra,261512,Businessman,1449630,Savings,ACC5179450789,25-08-2020,7128869.49,643,No,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0007188,KKBKINBB,SCB-008,1800,BR0036,RM036,Verified
CUST004030,Preeti Williams,31-05-1975,51,Male,preeti.williams58@outlook.com,-9555599799,Pune,Maharashtra,885549,Lawyer,7202415.21,Recurring Deposit,ACC3994990664,01-04-2011,5493084.8,829,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0007888,ICICINBB,SCB-003,6523,BR0014,RM097,Verified
CUST004031,Vivaan Chopra,12-11-1953,72,Female,vivaan.chopra3@rediffmail.com,-8933515284,Bangalore,Karnataka,420334,Doctor,1632267,Fixed Deposit,ACC5858056411,13-05-2017,1860849.55,342,Yes,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0001758,UBININBB,SCB-010,8700,BR0041,RM069,Verified
CUST004032,Emma Williams,07-12-1958,67,Male,emma.williams59@outlook.com,-9112573858,Jaipur,Rajasthan,302001,Lawyer,3144993.37,Fixed Deposit,ACC3689014401,02-02-2017,2995944.77,678,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0002739,ICICINBB,SCB-003,6523,BR0007,RM039,Verified
CUST004033,Ava Garcia,16-05-1985,41,Male,ava.garcia8@outlook.com,-7839867863,Chennai,Tamil Nadu,520017,Accountant,2993532.45,Salary,ACC9930265153,19-12-2016,2696062.5,582,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0003875,ICICINBB,SCB-003,6523,BR0046,RM055,Verified
