loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,tenure_months,emi_amount,disbursement_date,paid_emis,outstanding_balance,loan_status,late_payment_count,collateral_type,application_channel,processing_fee,insurance_taken,co_applicant,foreclosure_flag,npa_flag,last_payment_date,bank_name,bank_type,bank_tier,sanctioned_by_branch,loan_account_no,loan_approval_date,rbi_classification,disbursement_mode,loan_purpose,swift_code
LN0003479,CUST008171,Car Loan,1835604.9,10.56,48,47050.9,15-03-2017,10,1453187.21,Under Review,9,Gold,Referral,25888.07,No,Yes,No,No,22-03-2023,State Bank of India,Public Sector,Tier-1,SBIN0002223,LA8955617927,08-03-2017,Standard,IMPS,Used Car,SBININBB
LN0003480,CUST007335,Home Loan,4457359.65,12.11,240,49421.62,09-06-2023,40,3714466.38,Active,6,Property,Referral,79429.45,No,No,,No,27-02-2023,Axis Bank,Private Sector,Tier-1,UTIB0007554,LA5223015885,30-05-2023,Standard,RTGS,Plot+Construction,AXISINBB
LN0003481,CUST004602,Personal Loan,9677830.57,13,12,864397.46,01-10-2019,2,8064858.81,Under Review,1,,Referral,146907.24,Yes,No,No,No,07-06-2023,Yes Bank,Private Sector,Tier-2,YESB0001142,LA8933043617,19-09-2019,Standard,IMPS,Home Renovation,YESBINBB
LN0003482,CUST000677,Education Loan,4066050.64,11.42,240,43137.65,07-10-2019,236,67767.51,Active,8,Vehicle,Online,78011.78,Yes,No,,No,29-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008699,LA3043516970,22-09-2019,Standard,Cheque,Postgraduate,ICICINBB
LN0003483,CUST003182,Gold Loan,8658248.09,14.77,120,138470.82,06-05-2020,62,4184819.91,Defaulted,9,Gold,Referral,79929.78,No,No,,Yes,31-10-2023,Central Bank of India,Public Sector,Tier-2,CBIN0006212,LA2935788043,03-05-2020,Sub-standard,Cheque,Business,CBININBB
LN0003484,CUST003778,Car Loan,9034718.08,7.84,36,282448.84,07-09-2022,13,5772181,Defaulted,5,Property,Referral,57948.45,No,No,,Yes,03-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0007207,LA2716201852,06-09-2022,Loss,NEFT,Used Car,SBININBB
LN0003485,CUST001642,Business Loan,4337779.63,7.49,84,66512.65,13-01-2017,13,3666456.59,Active,4,Property,Branch,75985.9,No,Yes,,No,08-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005713,LA1631883948,01-01-2017,Standard,Direct Credit,Trade Finance,PUNBINBB
LN0003486,CUST007227,Education Loan,5304832.51,16.3,60,129850.33,07-01-2018,2,5128004.76,Closed,1,Vehicle,Referral,35825.49,Yes,No,Yes,No,01-02-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0009312,LA5126340583,31-12-2017,Standard,RTGS,Postgraduate,KKBKINBB
LN0003487,CUST002384,Car Loan,6099066.99,9.65,240,57450.05,16-01-2019,109,3329074.07,Under Review,1,Vehicle,Online,103528.86,No,Yes,,No,22-02-2023,Canara Bank,Public Sector,Tier-1,CNRB0005788,LA4203459241,02-01-2019,Standard,RTGS,New Car,CNRBINBB
LN0003488,CUST000239,Education Loan,6844367.26,18.17,84,144536.6,14-03-2015,73,896286.19,Defaulted,2,,DSA,136352.98,No,Yes,,Yes,28-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0000117,LA4151150583,05-03-2015,Standard,IMPS,Professional Course,ICICINBB
LN0003489,CUST001660,Car Loan,8025926.59,17.46,36,287986.96,13-12-2016,13,5127675.32,Closed,8,Fixed Deposit,Referral,127289.71,No,Yes,,No,08-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0007049,LA1168660078,05-12-2016,Standard,NEFT,Two-Wheeler,PUNBINBB
LN0003490,CUST005327,Education Loan,729964.72,15.97,60,17739.69,31-03-2016,46,170325.1,Defaulted,9,Gold,Online,9507.98,No,No,Yes,Yes,30-05-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004783,LA3141399836,16-03-2016,Doubtful,Cheque,Postgraduate,HDFCINBB
LN0003491,CUST001522,Home Loan,4235874.24,18.25,60,108140.27,23-06-2019,59,70597.9,Under Review,2,Property,Online,22140.27,No,Yes,No,No,09-06-2023,Axis Bank,Private Sector,Tier-1,UTIB0001409,LA7847596306,09-06-2019,Standard,IMPS,Plot+Construction,AXISINBB
LN0003492,CUST000652,Business Loan,8193826.03,17.68,48,239325.68,20-12-2017,33,2560570.63,Active,8,,DSA,74880.44,No,No,,No,18-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0006154,LA1061405003,16-12-2017,Standard,RTGS,Trade Finance,SBININBB
LN0003493,CUST001636,Car Loan,6899766.68,12.22,240,77033.28,14-06-2018,232,229992.22,Closed,6,Fixed Deposit,Online,87349.1,No,No,No,No,20-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0009308,LA9678895716,31-05-2018,Standard,RTGS,Two-Wheeler,SBININBB
LN0003494,CUST009458,Car Loan,8453976.71,7.25,24,379465.2,15-08-2015,15,3170241.27,Defaulted,2,Property,DSA,71238.61,Yes,Yes,,Yes,30-07-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0005681,LA5760132255,11-08-2015,Standard,NEFT,New Car,KKBKINBB
LN0003495,CUST007773,Personal Loan,2354473.49,9.74,180,24928.11,12-06-2020,132,627859.6,Closed,0,,Referral,16777.87,No,No,No,No,14-05-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006224,LA1785719220,09-06-2020,Standard,IMPS,Travel,ICICINBB
LN0003496,CUST001035,Business Loan,8450278.86,13.46,36,286599.18,04-02-2023,29,1643109.78,Under Review,8,Property,Branch,164476.9,Yes,Yes,No,No,23-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0006438,LA2763845659,30-01-2023,Standard,Direct Credit,Working Capital,AXISINBB
LN0003497,CUST009935,Home Loan,1674317.85,9.62,84,27468.02,02-04-2023,21,1255738.39,Closed,10,Fixed Deposit,DSA,21113.5,Yes,No,Yes,No,20-01-2023,Canara Bank,Public Sector,Tier-1,CNRB0002196,LA8260325439,25-03-2023,Standard,Direct Credit,Construction,CNRBINBB
LN0003498,CUST000729,Personal Loan,3512491.96,13.08,24,167122.29,19-06-2020,21,439061.5,Defaulted,0,Gold,Referral,44426.63,Yes,Yes,No,Yes,16-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0007726,LA9124044169,15-06-2020,Sub-standard,Cheque,Travel,SBININBB
LN0003499,CUST009162,Education Loan,6670766.44,9.69,24,306868.45,14-09-2015,21,833845.8,Closed,9,,Mobile App,82622.4,No,Yes,,No,31-12-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0007487,LA9813236906,06-09-2015,Standard,NEFT,Postgraduate,KKBKINBB
LN0003500,CUST009111,Business Loan,1887169.19,10.17,84,31495.26,02-04-2019,48,808786.8,Closed,3,Gold,DSA,18246.71,Yes,No,Yes,No,21-02-2023,Yes Bank,Private Sector,Tier-2,YESB0008925,LA5226035633,24-03-2019,Standard,Direct Credit,Trade Finance,YESBINBB
LN0003501,CUST006498,Car Loan,2402429.03,15.55,120,39572.71,05-01-2015,21,1982003.95,Closed,10,,DSA,18564.83,No,No,,No,23-02-2023,HDFC Bank,Private Sector,Tier-1,HDFC0006197,LA1585425667,04-01-2015,Standard,Cheque,New Car,HDFCINBB
LN0003502,CUST001200,Car Loan,9640278.02,7.2,12,835030.99,23-02-2016,11,803356.5,Active,2,Vehicle,Mobile App,132400.54,No,No,,No,16-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0005622,LA1385689101,14-02-2016,Standard,RTGS,Two-Wheeler,SBININBB
LN0003503,CUST002295,Education Loan,2026176.36,9.36,240,18701.77,27-12-2019,180,506544.09,Under Review,1,Property,DSA,13608.07,Yes,Yes,,No,17-07-2023,Canara Bank,Public Sector,Tier-1,CNRB0002902,LA2550108391,14-12-2019,Standard,Direct Credit,Undergraduate,CNRBINBB
LN0003504,CUST006835,Personal Loan,6695472.12,14.85,120,107407.16,24-07-2020,117,167386.8,Active,6,Fixed Deposit,DSA,114887.81,No,Yes,,No,10-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0006189,LA5426785680,10-07-2020,Standard,IMPS,Wedding,KKBKINBB
LN0003505,CUST004751,Education Loan,1284686.01,16.09,24,62957.48,13-02-2023,3,1124100.26,Under Review,3,Fixed Deposit,Online,6536.15,Yes,No,No,No,20-03-2023,Canara Bank,Public Sector,Tier-1,CNRB0001126,LA2756670094,05-02-2023,Standard,Cheque,Undergraduate,CNRBINBB
LN0003506,CUST007990,Home Loan,1914515.79,14.25,240,24155.81,30-01-2018,42,1579475.53,Defaulted,9,Gold,Mobile App,18429.24,Yes,Yes,,Yes,04-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0000573,LA8514872129,23-01-2018,Sub-standard,NEFT,Plot+Construction,ICICINBB
LN0003507,CUST008110,Car Loan,4750259.31,8.21,240,40356.14,04-07-2015,159,1603212.52,Active,3,Vehicle,Mobile App,49490.29,Yes,Yes,Yes,No,24-12-2023,ICICI Bank,Private Sector,Tier-1,ICIC0005298,LA5813227395,20-06-2015,Standard,RTGS,Two-Wheeler,ICICINBB
LN0003508,CUST006866,Personal Loan,6528486.07,13.23,24,311081.88,18-08-2018,7,4624344.3,Closed,2,Property,DSA,113933.12,Yes,No,No,No,29-04-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0008773,LA1686155068,06-08-2018,Standard,IMPS,Debt Consolidation,KKBKINBB
LN0003509,CUST006073,Personal Loan,6427905.49,6.61,240,48341.92,19-06-2021,156,2249766.92,Closed,6,,Online,108316.97,Yes,No,,No,11-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004352,LA3875491382,04-06-2021,Standard,NEFT,Wedding,PUNBINBB
LN0003510,CUST007016,Gold Loan,3324848.24,16.98,120,57742.95,20-11-2021,85,969747.4,Defaulted,7,Property,Referral,43135.11,Yes,Yes,Yes,Yes,09-05-2023,IndusInd Bank,Private Sector,Tier-2,INDB0002039,LA8748431595,08-11-2021,Standard,NEFT,Business,INDBINBB
LN0003511,CUST008787,Personal Loan,6455029.94,10.46,120,86956.43,07-06-2021,22,5271607.78,Active,10,,Mobile App,60303.13,No,No,No,No,17-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009179,LA6026539541,01-06-2021,Standard,Direct Credit,Medical,ICICINBB
LN0003512,CUST007488,Education Loan,8829829.77,8.08,120,107503.82,28-10-2021,66,3973423.4,Active,0,Gold,Branch,74403.07,No,No,No,No,08-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002218,LA8731146309,28-10-2021,Standard,Cheque,Postgraduate,ICICINBB
LN0003513,CUST000972,Gold Loan,4954425.36,12.2,12,440658.37,04-11-2020,2,4128687.8,Under Review,0,Fixed Deposit,Branch,50783.59,Yes,No,No,No,10-09-2023,Bank of India,Public Sector,Tier-1,BKID0000136,LA5190535385,22-10-2020,Standard,IMPS,Business,BKIDINBB
LN0003514,CUST000456,Business Loan,2439857.86,13.26,84,44731.41,17-11-2020,39,1307066.71,Under Review,8,,Branch,18274.61,Yes,No,Yes,No,24-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007973,LA3060318625,05-11-2020,Standard,Cheque,Equipment Purchase,ICICINBB
LN0003515,CUST000628,Business Loan,6002887.43,16,120,100556.24,17-02-2020,91,1450697.8,Closed,11,Gold,DSA,39350.52,Yes,No,Yes,No,11-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0006918,LA9668796910,09-02-2020,Standard,RTGS,Working Capital,SBININBB
LN0003516,CUST008036,Personal Loan,3435309.67,10.13,180,37189.7,07-06-2015,100,1526804.3,Active,6,Fixed Deposit,Referral,29524.17,No,No,Yes,No,26-10-2023,IndusInd Bank,Private Sector,Tier-2,INDB0004314,LA8397633008,25-05-2015,Standard,IMPS,Home Renovation,INDBINBB
LN0003517,CUST009463,Home Loan,1966117.42,11.21,180,22606.78,11-11-2019,124,611680.98,Under Review,10,Property,Online,30821.53,Yes,Yes,No,No,05-02-2023,Union Bank of India,Public Sector,Tier-1,UBIN0004434,LA8483463661,10-11-2019,Standard,Cheque,Purchase,UBININBB
LN0003518,CUST005644,Education Loan,3174454.86,10.52,60,68262.87,02-05-2019,20,2116303.24,Under Review,5,,DSA,62218.47,Yes,No,,No,29-06-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008665,LA3154557977,22-04-2019,Standard,Direct Credit,Postgraduate,PUNBINBB
LN0003519,CUST002856,Car Loan,3789545.8,16.13,12,344061.91,25-11-2021,6,1894772.9,Defaulted,2,Property,DSA,55156.08,No,Yes,No,Yes,09-01-2023,IndusInd Bank,Private Sector,Tier-2,INDB0009699,LA7227493047,17-11-2021,Standard,IMPS,Used Car,INDBINBB
LN0003520,CUST004278,Business Loan,5907058.54,9.9,48,149534.74,11-02-2022,10,4676421.34,Defaulted,4,Fixed Deposit,Referral,97762.12,Yes,Yes,Yes,Yes,02-01-2023,IndusInd Bank,Private Sector,Tier-2,INDB0000355,LA4811486966,09-02-2022,Loss,Direct Credit,Trade Finance,INDBINBB
LN0003521,CUST007764,Gold Loan,5746743.89,17.89,36,207441.58,29-06-2018,20,2554108.4,Active,0,Fixed Deposit,Mobile App,90908.51,No,No,No,No,04-05-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0009423,LA5895093421,29-06-2018,Standard,NEFT,Personal Need,KKBKINBB
LN0003522,CUST004261,Car Loan,619363.7,9.97,180,6644.35,03-09-2021,136,151400.02,Under Review,0,,DSA,6332.21,Yes,No,Yes,No,26-08-2023,State Bank of India,Public Sector,Tier-1,SBIN0008115,LA9937613878,02-09-2021,Standard,Cheque,Two-Wheeler,SBININBB
LN0003523,CUST002662,Education Loan,5601075.02,9.13,84,90486.1,15-04-2020,9,5000959.84,Defaulted,3,Property,Mobile App,28377.75,No,Yes,No,Yes,24-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0009943,LA9222624852,11-04-2020,Doubtful,NEFT,Postgraduate,SBININBB
LN0003524,CUST009534,Personal Loan,901339.52,8.06,12,78431.12,09-07-2021,0,901339.52,Closed,0,Gold,Referral,8837.86,Yes,No,Yes,No,21-11-2023,IDFC FIRST Bank,Private Sector,Tier-2,IDFB0002837,LA1625134016,28-06-2021,Standard,Direct Credit,Education,IDFBINBB
LN0003525,CUST005229,Personal Loan,3174619.44,12.83,120,47082.69,11-11-2018,9,2936522.98,Active,0,Gold,Online,34518.64,Yes,No,Yes,No,22-08-2023,Axis Bank,Private Sector,Tier-1,UTIB0004559,LA9909272354,27-10-2018,Standard,Direct Credit,Education,AXISINBB
LN0003526,CUST003218,Education Loan,396760.98,9.71,12,34828.1,24-10-2021,2,330634.15,Under Review,1,Vehicle,Branch,2438.31,No,Yes,No,No,09-05-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0007444,LA1281087684,09-10-2021,Standard,IMPS,Professional Course,KKBKINBB
LN0003527,CUST005933,Business Loan,3316601.15,10.4,60,71122.51,25-10-2018,42,994980.35,Defaulted,8,Fixed Deposit,Branch,44254.87,No,Yes,No,Yes,25-12-2023,IDBI Bank,Public Sector,Tier-2,IBKL0005745,LA7080013213,10-10-2018,Standard,NEFT,Equipment Purchase,IBKLINBB
LN0003528,CUST002680,Personal Loan,4284767.83,12.02,24,201738.92,20-08-2016,13,1963851.92,Active,3,,Referral,63929.76,Yes,No,Yes,No,18-02-2023,Canara Bank,Public Sector,Tier-1,CNRB0005385,LA2146133710,06-08-2016,Standard,Direct Credit,Home Renovation,CNRBINBB
LN0003529,CUST009658,Personal Loan,1849972.08,14.7,24,89435.49,17-10-2018,7,1310396.89,Closed,0,Fixed Deposit,Mobile App,32793.74,Yes,Yes,,No,15-01-2023,Union Bank of India,Public Sector,Tier-1,UBIN0007434,LA5632485150,16-10-2018,Standard,RTGS,Debt Consolidation,UBININBB
LN0003530,CUST001083,Home Loan,8226469.73,10.59,240,82629.35,11-03-2016,120,4113234.86,Defaulted,11,Property,Online,84562.9,No,No,No,Yes,31-12-2023,Axis Bank,Private Sector,Tier-1,UTIB0002020,LA2248051924,07-03-2016,Sub-standard,Cheque,Renovation,AXISINBB
LN0003531,CUST006924,Home Loan,3472501.12,7.97,12,302019.25,06-08-2016,4,2315000.75,Closed,1,Vehicle,DSA,58055.79,Yes,No,Yes,No,13-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0003221,LA6355354969,02-08-2016,Standard,NEFT,Plot+Construction,KKBKINBB
LN0003532,CUST001023,Business Loan,4219645.46,7.33,36,130928.01,09-02-2022,9,3164734.1,Closed,7,Property,Mobile App,32883.43,Yes,Yes,No,No,07-05-2023,IDFC FIRST Bank,Private Sector,Tier-2,IDFB0009058,LA7497601247,08-02-2022,Standard,Direct Credit,Working Capital,IDFBINBB
LN0003533,CUST004205,Home Loan,8943357.49,17.62,84,185983.36,03-11-2020,39,4791084.37,Closed,0,Vehicle,Online,84008.4,Yes,No,,No,07-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0001732,LA8714568686,19-10-2020,Standard,Cheque,Renovation,AXISINBB
LN0003534,CUST009130,Education Loan,9611469.52,15.17,60,229514.76,16-09-2021,40,3203823.17,Active,3,,Mobile App,72065.19,Yes,No,Yes,No,24-12-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000576,LA2413739433,09-09-2021,Standard,RTGS,Professional Course,PUNBINBB
LN0003535,CUST009062,Car Loan,2125049.27,10.52,180,23516.63,19-03-2020,17,1924350.17,Under Review,10,Property,Referral,22135.42,Yes,No,Yes,No,13-02-2023,State Bank of India,Public Sector,Tier-1,SBIN0003413,LA2059691504,05-03-2020,Standard,Direct Credit,New Car,SBININBB
LN0003536,CUST002823,Education Loan,1234053.6,13.8,48,33598.66,17-12-2016,43,128547.25,Closed,11,,DSA,23749.89,No,Yes,Yes,No,11-07-2023,Union Bank of India,Public Sector,Tier-1,UBIN0008311,LA4833805329,06-12-2016,Standard,Cheque,Postgraduate,UBININBB
LN0003537,CUST005128,Gold Loan,8758923.66,18.26,180,142697.09,23-03-2016,164,778570.99,Defaulted,9,Fixed Deposit,Referral,94564.39,Yes,No,No,Yes,04-09-2023,Bank of Baroda,Public Sector,Tier-1,BARB0008985,LA3781821039,21-03-2016,Loss,Cheque,Personal Need,BARBINBB
LN0003538,CUST004340,Education Loan,4034114.32,10.7,180,45094.55,09-02-2016,84,2151527.64,Under Review,7,,Online,70329.6,No,Yes,,No,20-06-2023,Canara Bank,Public Sector,Tier-1,CNRB0005885,LA4174304280,26-01-2016,Standard,Direct Credit,Postgraduate,CNRBINBB
LN0003539,CUST008693,Education Loan,1000006.12,9.2,12,87544.79,12-05-2020,8,333335.37,Active,8,Property,Referral,5201.66,No,No,Yes,No,10-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003835,LA4218325833,04-05-2020,Standard,RTGS,Overseas Study,HDFCINBB
LN0003540,CUST009012,Personal Loan,4294839.75,18.14,120,77774.17,04-03-2022,82,1360032.59,Active,10,Fixed Deposit,Mobile App,79400.95,No,Yes,,No,03-11-2023,State Bank of India,Public Sector,Tier-1,SBIN0004653,LA4718926386,23-02-2022,Standard,Cheque,Debt Consolidation,SBININBB
LN0003541,CUST003416,Education Loan,4097939.53,9.13,120,52199.72,06-05-2021,98,751288.91,Closed,10,,DSA,65427.4,Yes,No,,No,06-06-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0000229,LA7007836527,27-04-2021,Standard,IMPS,Undergraduate,KKBKINBB
LN0003542,CUST001294,Business Loan,3240308.59,8.1,180,31153.43,18-06-2015,48,2376226.3,Defaulted,10,Gold,Online,33179.32,No,Yes,Yes,Yes,18-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003811,LA6185698855,12-06-2015,Sub-standard,NEFT,Working Capital,HDFCINBB
LN0003543,CUST001781,Gold Loan,9253269.24,7.48,84,141837.88,21-06-2022,4,8812637.37,Defaulted,3,Gold,Referral,102246.13,No,Yes,No,Yes,02-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001847,LA2153906212,11-06-2022,Sub-standard,IMPS,Business,HDFCINBB
LN0003544,CUST002416,Home Loan,6779829.38,10.04,36,218893.37,23-05-2019,15,3954900.47,Closed,3,,Branch,126969.32,No,No,,No,22-02-2023,State Bank of India,Public Sector,Tier-1,SBIN0008400,LA6646903145,12-05-2019,Standard,Cheque,Purchase,SBININBB
LN0003545,CUST006216,Car Loan,186971.55,10.78,36,6101.75,30-03-2021,9,140228.66,Active,9,Fixed Deposit,Online,1487.25,No,No,,No,06-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003053,LA2270544337,27-03-2021,Standard,Direct Credit,Used Car,HDFCINBB
LN0003546,CUST009397,Home Loan,8086834.63,15.9,24,395570.29,13-02-2018,19,1684757.21,Closed,12,,Branch,55959.65,Yes,No,No,No,17-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006487,LA9321550296,31-01-2018,Standard,RTGS,Renovation,ICICINBB
LN0003547,CUST001907,Business Loan,1154159.65,9.04,240,10413.98,28-04-2015,144,461663.86,Defaulted,7,Fixed Deposit,DSA,20867.53,No,No,No,Yes,27-08-2023,South Indian Bank,Private Sector,Tier-2,SIBL0004334,LA2780919733,17-04-2015,Sub-standard,RTGS,Working Capital,SIBLINBB
LN0003548,CUST004113,Home Loan,3191659.44,6.76,36,98199.33,30-01-2018,16,1773144.13,Active,7,Property,Mobile App,29458.94,No,No,Yes,No,26-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0004293,LA1568765140,27-01-2018,Standard,NEFT,Construction,KKBKINBB
LN0003549,CUST007441,Car Loan,6853752.72,15.18,180,96770.62,01-09-2018,65,4378786.46,Active,4,Fixed Deposit,Online,124008.42,Yes,Yes,Yes,No,29-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0003812,LA6463427331,30-08-2018,Standard,NEFT,New Car,ICICINBB
LN0003550,CUST007625,Gold Loan,8268741.06,6.65,120,94522.19,25-05-2021,44,5236869.34,Active,5,,Referral,83458.18,No,No,,No,10-07-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0005835,LA8251248959,15-05-2021,Standard,Cheque,Personal Need,KKBKINBB
LN0003551,CUST004270,Car Loan,1224688.85,7.57,120,14582.06,25-06-2020,97,234732.03,Defaulted,9,Fixed Deposit,Referral,8618.45,Yes,No,Yes,Yes,30-01-2023,Indian Bank,Public Sector,Tier-2,IDIB0002195,LA2930790812,21-06-2020,Doubtful,NEFT,Two-Wheeler,IDIBBINN
LN0003552,CUST006196,Gold Loan,2576858.95,7.96,12,224109.26,10-11-2022,9,644214.74,Active,3,Fixed Deposit,Branch,44195.65,Yes,No,,No,07-07-2023,IndusInd Bank,Private Sector,Tier-2,INDB0004580,LA7346698525,04-11-2022,Standard,NEFT,Emergency,INDBINBB
LN0003553,CUST008202,Personal Loan,4404944.37,14.14,48,120681.19,17-03-2018,19,2661320.56,Under Review,6,Vehicle,Branch,35691.5,No,No,,No,11-12-2023,Bank of Baroda,Public Sector,Tier-1,BARB0000928,LA9835191789,17-03-2018,Standard,Cheque,Home Renovation,BARBINBB
LN0003554,CUST003108,Car Loan,9764521.52,13.2,120,146948.92,29-10-2019,94,2115646.33,Closed,6,,DSA,78936.42,No,Yes,,No,07-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009693,LA1829393380,29-10-2019,Standard,IMPS,New Car,HDFCINBB
LN0003555,CUST009952,Business Loan,3698909.02,12.58,180,45782.62,17-01-2021,120,1232969.67,Under Review,1,Gold,Referral,60785.86,Yes,No,No,No,16-02-2023,State Bank of India,Public Sector,Tier-1,SBIN0009258,LA6901184304,09-01-2021,Standard,RTGS,Equipment Purchase,SBININBB
LN0003556,CUST002319,Gold Loan,213276.48,13.87,36,7275.83,05-01-2018,2,201427.79,Defaulted,2,Fixed Deposit,Branch,2634.07,No,Yes,,Yes,17-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0004436,LA5065299410,31-12-2017,Standard,IMPS,Business,ICICINBB
LN0003557,CUST001934,Personal Loan,2981097.69,14.37,48,82017.28,12-06-2016,36,745274.42,Defaulted,3,,Mobile App,18292.74,No,No,Yes,Yes,22-06-2023,Union Bank of India,Public Sector,Tier-1,UBIN0009025,LA1148222542,05-06-2016,Standard,NEFT,Medical,UBININBB
LN0003558,CUST004977,Home Loan,5371073.91,18.38,24,269133.25,05-12-2020,10,3133126.45,Defaulted,10,,Referral,95930.19,Yes,Yes,No,Yes,10-04-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007909,LA1315231345,24-11-2020,Standard,Direct Credit,Renovation,HDFCINBB
LN0003559,CUST008808,Gold Loan,4177355.38,15.47,12,377968.12,29-06-2022,9,1044338.84,Active,3,,Mobile App,30963.34,Yes,Yes,,No,15-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0001619,LA9130588492,16-06-2022,Standard,RTGS,Business,AXISINBB
LN0003560,CUST002432,Personal Loan,9475008.8,9.62,24,435563.64,05-04-2020,1,9080216.77,Defaulted,0,Fixed Deposit,Mobile App,140913.9,No,Yes,,Yes,01-08-2023,South Indian Bank,Private Sector,Tier-2,SIBL0004540,LA4918235552,26-03-2020,Standard,Direct Credit,Debt Consolidation,SIBLINBB
LN0003561,CUST002655,Business Loan,2085347.48,9.87,12,183209.11,14-02-2022,1,1911568.52,Defaulted,1,Vehicle,Online,11190.18,Yes,Yes,Yes,Yes,20-12-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000462,LA8162453635,02-02-2022,Sub-standard,Direct Credit,Trade Finance,PUNBINBB
LN0003562,CUST009493,Business Loan,3481618.54,14.41,36,119687.95,23-09-2020,14,2127655.77,Under Review,4,Fixed Deposit,Referral,53416.81,Yes,Yes,Yes,No,04-08-2023,IDBI Bank,Public Sector,Tier-2,IBKL0002475,LA7539347038,12-09-2020,Standard,Cheque,Expansion,IBKLINBB
LN0003563,CUST000410,Personal Loan,7224265.4,13.87,240,89153.96,22-10-2022,209,933134.28,Under Review,12,,Referral,71511.05,Yes,Yes,Yes,No,28-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0009410,LA3241228290,07-10-2022,Standard,Cheque,Travel,SBININBB
LN0003564,CUST003670,Gold Loan,6960280.61,12.86,24,330446.91,01-03-2017,13,3190128.61,Under Review,4,Fixed Deposit,Branch,85647.2,Yes,No,No,No,08-12-2023,Bank of Baroda,Public Sector,Tier-1,BARB0003004,LA5521476926,15-02-2017,Standard,RTGS,Agriculture,BARBINBB
LN0003565,CUST005147,Home Loan,9021270.89,17.31,60,225708.28,07-06-2017,18,6314889.62,Defaulted,7,Gold,Branch,124921.35,Yes,No,No,Yes,02-08-2023,State Bank of India,Public Sector,Tier-1,SBIN0001281,LA4808716818,27-05-2017,Doubtful,Cheque,Renovation,SBININBB
LN0003566,CUST005086,Business Loan,6389958.62,10.94,120,87804.8,15-08-2016,46,3940474.48,Defaulted,4,Fixed Deposit,DSA,123925.49,Yes,No,Yes,Yes,15-11-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002362,LA9184808798,09-08-2016,Standard,RTGS,Expansion,ICICINBB
LN0003567,CUST000211,Home Loan,9583318.44,14.51,84,182302.24,18-08-2017,75,1026784.12,Active,9,Fixed Deposit,Mobile App,81076.96,Yes,Yes,Yes,No,07-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000230,LA4555747581,09-08-2017,Standard,IMPS,Construction,PUNBINBB
LN0003568,CUST004973,Personal Loan,8705073.2,8.44,24,395456.09,11-01-2021,13,3989825.22,Under Review,10,,Branch,114918.25,No,Yes,No,No,03-10-2023,South Indian Bank,Private Sector,Tier-2,SIBL0002825,LA6898490015,01-01-2021,Standard,Cheque,Medical,SIBLINBB
